model,dataset,epochs,layers,lambd,lr1,wd1,lr2,wd2,channels,edge_drop_rate,feat_mask_rate,mlp_use,val_acc
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.8076000332832336
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.3,0.5,False,0.8232000350952149
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.6866000294685364
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.7390000462532044
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.3,0.5,False,0.8024000465869904
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.791800034046173
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.8090000331401825
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.3,0.5,False,0.823600035905838
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.799800044298172
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.8264000475406647
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.1,False,0.8326000392436981
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.8346000432968139
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.8348000407218933
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.1,False,0.8430000364780426
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.8022000372409821
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.827800041437149
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.1,False,0.8292000532150269
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.8336000382900238
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.8346000432968139
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.1,False,0.843600046634674
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.7330000281333924
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.8274000525474549
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.2,False,0.8324000358581543
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.8214000463485718
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.8450000405311584
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.838200044631958
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.7342000305652618
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.8292000412940979
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.2,False,0.8300000429153442
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.8168000400066375
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.8428000450134278
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.2,False,0.8392000377178193
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.7160000383853913
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.827800041437149
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.3,False,0.8314000368118286
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.8088000297546387
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.834000039100647
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.3,False,0.8398000478744507
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.710200035572052
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.8156000256538392
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.3,False,0.829000037908554
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8112000405788422
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8348000407218933
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.3,False,0.8372000396251679
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.7058000266551971
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.7826000332832337
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.4,False,0.8352000415325165
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.800400048494339
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.8208000421524048
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.4,False,0.8384000420570373
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.6986000239849091
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.7848000466823578
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.4,False,0.8270000398159028
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.80600004196167
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.8204000413417816
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.4,False,0.8424000382423401
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.6880000233650208
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.7350000321865082
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.4,0.5,False,0.8202000498771668
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.7946000397205353
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.810200035572052
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.4,0.5,False,0.8222000479698182
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.6804000258445739
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.7436000406742096
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.4,0.5,False,0.8098000407218933
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.7942000329494476
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.8084000408649444
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.4,0.5,False,0.8270000398159028
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.8000000417232513
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.8238000333309173
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.1,False,0.8284000337123871
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.829600042104721
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8390000402927399
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.1,False,0.8438000440597534
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.7968000292778015
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.8238000392913818
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.1,False,0.8300000309944153
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8356000423431397
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8346000432968139
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.1,False,0.8426000535488128
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.73340003490448
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.8292000353336334
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.2,False,0.8294000446796417
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8222000420093536
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8440000474452972
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.8376000404357911
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.745000034570694
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.8272000432014466
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.2,False,0.831000030040741
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.821800035238266
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8440000474452972
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.2,False,0.8416000366210937
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.7138000309467316
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.8240000426769256
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.3,False,0.8322000443935395
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.809600031375885
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.8310000419616699
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.3,False,0.8378000378608703
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.7140000283718109
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.8214000463485718
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.3,False,0.8248000383377075
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8036000370979309
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8380000412464141
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.3,False,0.8394000411033631
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.7020000278949737
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.7964000344276428
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.4,False,0.8350000381469727
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.801000040769577
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.8164000391960144
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.4,False,0.8382000505924225
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.6982000291347503
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.7850000381469726
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.4,False,0.8314000308513642
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.7980000436306
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.8188000321388245
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.4,False,0.8382000386714935
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.6918000280857086
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.7422000348567963
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.01,512,0.5,0.5,False,0.8130000472068787
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8008000433444977
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8106000363826752
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.01,0.0001,512,0.5,0.5,False,0.8274000346660614
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.6848000288009644
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.7356000423431397
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.01,512,0.5,0.5,False,0.8152000427246093
CCA-SSG,PubMed,20,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.8024000406265259
CCA-SSG,PubMed,50,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.8086000382900238
CCA-SSG,PubMed,100,2,0.0005,0.001,0.0,0.005,0.0001,512,0.5,0.5,False,0.822400039434433
